stop_id,stop_name,transfers,borough
H04,Broad Channel,Ar Sr,Q
H12,Beach 90 St,Sr,Q
H13,Beach 98 St,Sr,Q
H14,Beach 105 St,Sr,Q
H15,Rockaway Park-Beach 116 St,Sr,Q
